gvkey,tic,cik,conm
001449,AFL,0000004977,AFLAC INC
001450,2551A,,AMERICAN FAMILY FINL SVCS
001451,4644B,0000727747,AMERICAN FAMILY PIZZA INC
001452,FIBR.,0000350842,AMERICAN FIBER OPTICS CORP
001453,4645B,,AMERICAN FUEL TECHNOLOGIES
001454,AEDC.,0000724940,AMERICAN EDUCATIONAL COMPUTR
001455,1617B,,AMERICAN FIDELITY INVESTMENT
001456,AFIL,0000005009,AMERICAN FILTRONA CORP
001457,ACOM.1,,AMERICAN FINL LEASING & SVCS
001458,AFLT,,AMERICAN FLETCHER CORP
001459,USSSS.,,AMERICAN FLETCHER MTG INVS
001460,AZFO,,AMERICAN FOREST PROD CORP
001461,AFEXV,,AMERICAN FRONTIER EXPL INC
001462,AFC.A,0000725552,AMERICAN FRUCTOSE  -CL A
001462,AFC.B,0000725552,AMERICAN FRUCTOSE  -CL A
001462,AFC.2,0000725552,AMERICAN FRUCTOSE  -CL A
001463,AFUR,,AMERICAN FURNITURE CO
001464,AGP.2,0000005085,AMERICAN GARDEN PRODUCTS INC
001465,AGC.1,0000005103,AMERICAN GENERAL CORP
001466,AGF.A,,AMERICAN GIRL FASHIONS-CL A
001467,AGMC.,,AMERICAN GOLD MINERALS CORP
001468,AM.1,0000005133,AMERICAN GREETINGS  -CL A
001468,1717B,0000005133,AMERICAN GREETINGS  -CL A
001469,2226B,0000316516,AMERICAN GUARANTY CORP
001470,3EGRP,0000276259,ENCORE GROUP INC
001470,ECRG,0000276259,ENCORE GROUP INC
001471,1153B,,AMERICAN HEALTH SERVICES/VA
001472,QAHI.,,AMER HEALTHCARE MGMT
001472,AHI.2,,AMER HEALTHCARE MGMT
001472,5299B,,AMER HEALTHCARE MGMT
001473,AHMC,,AMERICAN HELIOTHERMAL
001474,AHL.2,0000005172,AMERICAN HERITAGE LIFE INVS
001475,ADU,0000005177,AMDURA CORP
001476,3AHID,0000005185,AMERICAN HOME INDUSTRIES CP
001477,DIVC.1,0000092057,DIVERSICARE CP OF AMER
001478,WYE,0000005187,WYETH
001478,WYE.P,0000005187,WYETH
001479,SVM1,0000005193,AMERICAN HOME SHIELD
001480,1480B,0000005197,AMERICAN HOSPITAL MGMT CORP
001481,AHS.1,0000215073,AMERICAN HOSPITAL SUPPLY
001482,AIT.P,,AMERICAN INFO TECH-PROJ
001483,AIT.W,,AMERICAN INFO TECH-PREDIVEST
001484,3068B,0000276298,AMERICAN INDUSTRIES LTD
001485,AIT.1,0000732715,AMERITECH CORP
001486,ANIO,,AMERICAN INSULATOR CORP
001487,AIG,0000005272,AMERICAN INTERNATIONAL GROUP
001487,AIG.PA.1,0000005272,AMERICAN INTERNATIONAL GROUP
001487,5254B,0000005272,AMERICAN INTERNATIONAL GROUP
001487,AIG.WS,0000005272,AMERICAN INTERNATIONAL GROUP
001487,AIG.PA,0000005272,AMERICAN INTERNATIONAL GROUP
001488,ANP,0000005281,AMERICAN INTL PICTURES INC
001489,AIC.2,0000005294,AMERICAN INVESTMENT CO
001490,4126B,,SERVICE STAR CORP
001491,HAIPF,0000005337,INFINYA LTD
001492,AMLF,0000005343,AMERICAN LAFRANCE INC
001493,2263B,0000005345,AMERICAN LAND CO
001494,RVR.2,0000733775,CRUISE AMERICA INC
001495,AMZ.1,0000005385,AMERICAN LIST CORP
001496,ALGI,0000008855,AMERICAN LOCKER GROUP INC
001497,DMNG,0000036127,DAMON GROUP INC
001498,AZE.A,0000005405,AMERICAN MAIZE-PRODS  -CL A
001498,AZE.B,0000005405,AMERICAN MAIZE-PRODS  -CL A
001499,2264B,0000230014,FOUR CORNERS FINANCIAL CORP
001500,AMSY,0001318060,AMERICAN MANAGEMENT SYSTEMS
001501,AFT.,,AMERICAN MFG CO
001502,1493B,,AMERICAN MARINE INDS INC
001503,AMMA.1,0000005421,AMERICAN MARINE LTD
001504,3HLDFV,0000716384,AMERICAN MEDCARE CORP
001505,AMMD.,,AMERICAN MEDICAL AFFILIATES
001506,6989B,,AMERICAN MEDICAL BLDGS INC
001507,HYEM,,VANECK EMG MKTS HIGH YLD BD
001508,AMSR.,0001025589,AMERICAN MEDICAL SERVICES
001509,AMEDE.,,AMERICAN MEDI-DENT INC
001510,AAM.1,0000005442,AMERICAN MEDICORP INC
001511,TEEE.,,GOLF ROUNDS.COM INC
001512,AMMS.,,AMERICAN MICROSYSTEMS
001513,AMSE.,0000714593,AMERICAN MOBILE SYS
001514,3AMON,,AMERICAN MONITOR CORP
001515,2265B,0000005486,AMERICAN MORTGAGE & INVT CO
001516,INN.1,,AMERICAN MOTOR INNS
001517,AMO.1,0000005496,AMERICAN MOTORS CORP
001518,HIST,0000763730,GALLERY OF HISTORY INC
001519,AMUS.1,0000005505,AMERICAN MUSIC STORES INC
001522,AMPC.,,AMERICAN MEDICAL PRODUCTS CP
001523,AMAC,0000700721,AMERICAN MEDICAL ALERT CORP
001524,AMNL.,,AMERICAN NATIONAL CORP-DEL
001525,AMNT.1,,AMERICAN NATL ENTERPRISES
001526,ANAT,0001801075,AMERICAN NATIONAL GROUP INC
001527,ANPC.,0000350898,AMERICAN NATIONAL PETROLEUM
001528,ANR.2,0000720685,AMERICAN NATURAL RESOURCES
001529,ANWI,,AMERICAN NETWORK INC
001530,3ANUCE,0000005550,AMERICAN NUCLEAR CORP
001531,AMNU.,0000005549,AMERICAN NUCLEONICS CORP
001532,AOG.2,0000746896,AMERICAN OIL & GAS
001533,APFC,0000350832,AMERICAN PACIFIC CORP
001534,APIC.1,0000005582,AMERICAN PACIFIC INTL INC
001535,APMK,0000205024,AMERICAN PACEMAKER CORP
001536,AEC.2,0000005577,AMERICAN PACESETTER
001537,FI.2,0000005611,FINA INC  -CL A
001537,4837B,0000005611,FINA INC  -CL A
001538,3APHEE,,AMERICAN PHONEMETER  -CL A
001538,4855B,,AMERICAN PHONEMETER  -CL A
001539,AMPH.1,0000724024,AMERICAN PHYSICIANS SVC GP
001540,APN.4,0000005632,AMERICAN PLAN CORP
001541,1462B,0000005647,AMERICAN POLYMERS INC
001542,APR.,0000005657,AMERICAN PRECISION INDS
001543,APL.4,0000725457,APL LTD
001544,AMC.2,0000005696,AMERAC ENERGY CORP
001545,ARL,0001102238,AMERICAN REALTY INVESTORS
001546,AMRC.1,0000005719,AMERICAN RECREATION CENTERS
001547,ARG.3,,AMERICAN RECREATION GROUP
001548,ARAO.,,AMERICAN RENT-ALL INC
001549,3ARGP,0000225255,AMERICAN RESOURCES GROUP INC
001550,ARMCE,0001415813,AMERICAN RESOURCES MGMT CORP
001551,3HDSGE,0000729545,HUDSONS GRILL AMER
001552,ASQ.1,,AMERICAN SAFETY EQUIP CORP
001553,ASFL,0000718111,AMERICAN SVGS/FL FSB
001554,ASEI,0000005768,AMERICAN SCIENCE ENGINEERING
001555,AMZ.2,0000866216,AMERICAN SEATING CO
001556,ASEC.,0000005796,AMERICAN SECURITY CORP
001557,ASSS,,AMERICAN SELF SERVICE STORES
001558,1039B,0000005806,AMERICAN SERVICE CORP
001559,AMS,0000744825,AMERICAN SHARED HSPTL SERV
001560,3ASBG,0000005818,AMERICAN SHIP BUILDING CO
001561,1966B,0000005831,AMERICAN SNACKS INC
001562,AMSWA,0000713425,AMERICAN SOFTWARE  -CL A
001562,4805B,0000713425,AMERICAN SOFTWARE  -CL A
001563,4511B,0000723264,AMERICAN SOFTWARE TECHNOLOGY
001564,ASKCD,0000314202,ASK CORPORATION
001565,1249B,0000052577,AMERICAN SPECIALTY FOODS INC
001566,1271B,,AMERICAN STANDARD BLDG SYS
001567,TT.2,0000836102,TRANE INC
001568,AEN.1,0000319453,AMERICAN PUBLIC ENERGY CO
001569,3PIKS,0000350190,AMERICAN SPORTS ADVIS
001570,2626B,0000005804,AMERICAN SERVICE BUREAU INC
001571,ASZ.2,0000005870,AMERICAN STERILIZER CO
001572,ASE.2,,AMERICAN STORES CO  -OLD
001573,ASC.1,0000090811,AMERICAN STORES CO
001574,4308B,0000717037,AMERICAN STRATEGIC METALS
001575,3SRGY,,AMERICAN SURGERY CENTERS CP
001576,2301B,0000005886,AMERICAN SYSTEMS INC
001577,AMK.2,0000766430,AMERICAN TECHNICAL CERAMICS
001578,ATM.2,,AMERICAN TECHNICAL IND
001579,AMTL.,,AMERICAN TELECOMMUNICTNS-OLD
001580,T.P,,AMERICAN TELE & TELEGRPH-PR
001581,T.2,0000005907,AT&T CORP
001582,AMTV.,0000893769,AMERICAN TV & COMMUNICATION
001583,3ATLN,0000314306,AMERICAN TELNET CORP
001584,AUND20,0000005951,AMERICAN UNDERWRITERS GROUP
001585,AVD,0000005981,AMERICAN VANGUARD CORP
001586,3AMVC,0000277592,AMERICAN VISION CENTERS INC
001587,AWK.1,0000318819,AMERICAN WATER WORKS INC
001588,AWLD.,0000006009,AMERICAN WELDING & MFG CO
001589,AWST,0000723198,AMERICAN WESTERN CORP (NEW)
001590,3AHTC,0000356959,AMERICANA HOTELS & REALTY CP
001591,ACRO.,0000006045,AMERICAR INC
001592,1490B,,AMERICARE CORP
001593,AMN.2,0000790730,AMERON INTERNATIONAL CORP
001594,AMESQ,0000006071,AMES DEPT STORES INC
001595,AMTR.,0000020972,AMERITRUST CORP-OLD
001596,AFN.3,0000046741,AMERIFIN CORP
001597,AHH.,,AMERIHEALTH INC/DE
001598,AME,0001037868,AMETEK INC
001599,AMA.1,0000006097,AMFAC INC
001600,NASO.,0000832474,NEW AMERICAN SHOE CO
001601,1363B,,AMFOOD INDUSTRIES INC
001602,AMGN,0000318154,AMGEN INC
001602,5351B,0000318154,AMGEN INC
001603,AASI.,0000719158,AMHERST ASSOCIATES INC
001604,AMIC.,0000215101,AMICON CORP
001605,1379B,0000006130,AMINEX RESOURCES CORP
001606,AMTA,0000741559,AMISTAR CORP
001608,AMP.2,0000006164,AMP INC
001609,AN.2,0000093397,AMOCO CORP
001609,AN.Z,0000093397,AMOCO CORP
001610,AMPD.,0000723441,AMPAD CORP
001611,AMPLQ,0000731859,AMPAL-AMERICAN ISRAEL CORP
001611,4981B,0000731859,AMPAL-AMERICAN ISRAEL CORP
001612,AML.2,0000006175,AMPCO METAL INC
001613,AP,0000006176,AMPCO-PITTSBURGH CORP
001613,AP.WS,0000006176,AMPCO-PITTSBURGH CORP
001614,APX.3,0000006182,AMPEX CORP
001615,AMPI.,0000353577,AMPLICA INC
001616,APOW,0000354150,AMPOWER TECHNOLOGIES INC
001617,4052B,0000357067,AMQUEST CORP
001618,AXR,0000006207,AMREP CORP
001619,ASO.1,0000003133,AMSOUTH BANCORPORATION
001620,4072A,0000807711,AMSTAR CORP
001623,4936C,0000006216,AMSTED INDUSTRIES
001624,ARII.1,0000106106,AMTECH RESOURCES INC
001625,ATI.2,0000006229,AMTEL INC
001626,AMTD.1,,AMTERRE DEVELOPMENT
001627,3ANCOQ,0000006260,ANACOMP INC
001627,ANCPA,0000006260,ANACOMP INC
001627,ANCPB,0000006260,ANACOMP INC
001628,A.2,,ANACONDA CO
001629,PEL3,,ANADARKO PRODUCTION CORP
001630,ADIT,0000006273,ANADITE INC
001631,AESI.1,0001119245,ANAEROBIC ENERGY SYSTEMS INC
001632,ADI,0000006281,ANALOG DEVICES INC
001633,ALOG,0000006284,ANALOGIC CORP
001634,ANLY,0000006292,ANALYSTS INTERNATIONAL CORP
001635,ANEN,0000006314,ANAREN INC
001636,ALYO,,ANCHOR ALLOYS INC
001637,ACPO,,ANCHOR COUPLING INC
001638,ARH.1,0000006332,ANCHOR HOCKING CORP
001639,ANCP,0000006368,ANCORP NATIONAL SERVICES INC
001640,3ADLN,0000070262,ANDAL CORP
001641,MOCC,0000006383,MOSCOW CABLECOM CORP
001642,CRAN,0000778808,CROWN ANDERSEN INC
001643,AYL.1,0000006410,ANDERSON CLAYTON & CO
001644,AEL.1,0000200027,ANDERSON ELECTRIC CORP
001645,AGV.1,0000006432,ANDERSON GREENWOOD & CO
001646,ANDS.1,0000006435,ANDERSON INDUSTRIES INC
001647,AJ.1,,ANDERSON JACOBSON INC
001648,3ASCQ.,0000007659,ASCO LIQUIDATING CORP
001649,ANDO,0000726637,ANDOVER CONTROLS CORP
001650,ANDR,0000006494,ANDREA ELECTRONICS CORP
001651,ANDW,0000317093,ANDREW CORP
001652,ANDY,0000352425,ANDROS INC
001653,AGD.2,0000006550,ANDY GARD CORP
001654,ANGC,0000316315,ANGELES CORP
001655,AGL.1,0000006571,ANGELICA CORP
001656,IQUN,0000716399,IQUNIVERSE INC
001657,AGMD,0000724705,ANGIOMEDICS INC
001658,3VTESE,0000773936,ANIMED INC
001659,ANDE,0000821026,ANDERSONS INC
001660,ACP.1,,ANGLO-CAN PULP&PAPER MILLS
001661,NBR,0001163739,NABORS INDUSTRIES LTD
001661,5635B,0001163739,NABORS INDUSTRIES LTD
001661,5643B,0001163739,NABORS INDUSTRIES LTD
001661,NBR.2,0001163739,NABORS INDUSTRIES LTD
001661,6983B,0001163739,NABORS INDUSTRIES LTD
001661,NBR.PA,0001163739,NABORS INDUSTRIES LTD
001661,NBRWF,0001163739,NABORS INDUSTRIES LTD
001662,AGTT,0000725774,ANGSTROM TECHNOLOGIES INC
001663,BUD.2,0000310569,ANHEUSER-BUSCH COS INC
001664,ANTC.,0000766705,ANITEC IMAGE TECHNOLOGY CORP
001665,ANX.1,,ANIXTER BROS INC
001666,ANK.1,,ANKEN INDUSTRIES
001667,ANNAE,0000318499,ANNANDALE CORP
001668,AYNO,,ANODYNE INC
001669,BIW,0001169237,BIW LTD
001670,ANWW.1,,ANSONIA WIRE AND CABLE CO
001671,AFX.1,0000006699,ANSUL CO
001672,ANA.2,0000006701,ANTA CORP
001673,ANTS.,0000006706,ANTARES OIL CORP
001674,NTEX,0000087497,ANTEX CORP
001675,ATM.1,0000727120,ANTHEM ELECTRONICS INC
001676,MXLP,0001548592,MAXUM ENERGY LOGISTICS -REDH
001677,KTO,0000006720,K2 INC
001678,APA,0001841666,APA CORP
001678,APA.PD,0001841666,APA CORP
001679,APCQE,0000315645,APACHE ENERGY&MINERALS
001679,3AENME,0000315645,APACHE ENERGY&MINERALS
001680,6056B,0000769529,APACHE PETROLEUM  -LP
001681,ASOE,0000726435,APOLLO SOLAR ENERGY INC
001682,APAGF,0000311471,APCO OIL AND GAS INTL INC
001682,5917B,0000311471,APCO OIL AND GAS INTL INC
001683,AOL.1,0000006811,APCO OIL CORP
001684,APXO,0000006831,APEXCO INC
001685,2311B,0000033112,APEXX INVESTING GROUP
001686,APOG,0000006845,APOGEE ENTERPRISES INC
001687,3APOIE,,APOLLO INDUSTRIES INC-ME
001688,APLE.1,0000006857,APOLLO LASERS INC
001689,AEP1,0000006879,APPALACHIAN POWER
001690,AAPL,0000320193,APPLE INC
001691,APPL.,,APPLEBAUMS FOOD MARKET INC
001692,APCI.,0000714277,APOLLO COMPUTER INC
001693,8346B,0000719545,APPLIED BIOSYSTEMS INC -OLD
001694,ACIS,0000317229,APPLIED COMMUNICATIONS INC
001695,TOWN.1,0000721671,TOWNE PAULSEN INC
001696,3ADCC.,0000728398,APPLIED DATA COMMUNICATIONS
001697,APPL.1,0000225049,APPLICON INC
001698,1517B,,APPLIED DATA INC
001699,ADR.2,0000006928,APPLIED DATA RESEARCH INC
001700,4029B,0000006931,APPLIED DEVICES
001701,ADS.3,,APPLIED DIGITAL DATA SYSTEMS
001702,AGII.,0000888895,APPLIED GENETICS INTL INC
001703,AMPMQ,0000006948,APPLIED MAGNETICS CORP
001703,IVMX,0000006948,APPLIED MAGNETICS CORP
001704,AMAT,0000006951,APPLIED MATERIALS INC
001704,4832B,0000006951,APPLIED MATERIALS INC
001705,SSHZ,0000312258,SINO SHIPPING HOLDINGS INC
001706,EPAC,0000006955,ENERPAC TOOL GROUP CORP
001706,4808B,0000006955,ENERPAC TOOL GROUP CORP
001707,SOLR.2,0000311882,APPLIED SOLAR ENERGY CORP
001708,1352B,0000006974,APRIL INDUSTRIES INC
001709,AQM.1,,AQUA CHEMICAL INC
001710,AQRLF,,AQUILA RESOURCES LTD
001710,AQR.1,,AQUILA RESOURCES LTD
001710,QEG.Z,,AQUILA RESOURCES LTD
001711,AQC,,AQUITAINE CO CANADA LTD
001711,AQT.,,AQUITAINE CO CANADA LTD
001712,TREC,0000007039,TRECORA RESOURCES
001713,3ARAC,0000317173,ARACCA PETROLEUM CORP
001714,7266B,0000007047,ARAPAHO PETROLEUM INC
001715,AROBF,,ARBOR MEMORIAL SERVICES INC
001715,ABO.B,,ARBOR MEMORIAL SERVICES INC
001715,AROAF,,ARBOR MEMORIAL SERVICES INC
001715,ABO.A,,ARBOR MEMORIAL SERVICES INC
001716,1967B,0000006943,APPLIED INDUSTRIES INC
001717,4309B,,AQUACULTURE PRODUCTION TECH
001718,AOXY,0000352991,ADVANCED OXYGEN TECHNOLOGY
001719,AQSLE,0001052673,AQUA SOL INC
001720,ACA.2,,ARCATA CORP
001721,ARCH.2,0000722144,ARCH PETROLEUM INC
001722,ADM,0000007084,ARCHER-DANIELS-MIDLAND CO
001722,ADM.PA,0000007084,ARCHER-DANIELS-MIDLAND CO
001723,ARCH.1,0000007097,ARCHIE ENTERPRISES INC
001724,ACHV.1,0000731655,ARCHIVE CORP
001725,AHON,0000007105,ARCHON INC
001726,ARC1,,ARCO PIPELINE CO
001727,AREQ,0000007118,ARCS EQUITIES CORP
001728,ARDNA,0000225051,ARDEN GROUP INC  -CL A
001728,5465B,0000225051,ARDEN GROUP INC  -CL A
001729,AIKI.1,0000353575,ARDEN INTL KITCHEN INC
001730,ARDN.,,ARDEN-MAYFAIR INC
001731,1715B,0000007160,AREX INDUSTRIES INC
001732,4268B,,ARGO PETROLEUM
001733,ARGN.,0000007184,ARGONAUT ENERGY CORP
001734,ARGI.1,0000201131,ARGOSYSTEMS INC
001735,1982B,,ARGUS INC
001736,AR.1,,ARGUS CORP LTD-CL C
001737,ARIE,0000007207,ARIES CORP
001738,WM1,0000007214,WASHINGTON MUTUAL FINL CORP
001739,8227B,0000065291,HOMEFREE VILLAGE RESORTS
001740,1968B,0000007215,ARISTO FOODS INC
001741,AZBW,0000357297,ARIZONA BANCWEST CORP
001742,PNW1,0000007286,ARIZONA PUBLIC SERVICE CO
001743,ARCB,0000894405,ARCBEST CORP
001744,ETR5,,ARKANSAS-MISSOURI POWER CO
001745,ETR1,0000007323,ENTERGY ARKANSAS
001745,EHA,0000007323,ENTERGY ARKANSAS
001745,EHB,0000007323,ENTERGY ARKANSAS
001746,CNP2,0000007314,NORAM ENERGY CORP
001747,1192B,0000007340,ARKWIN INDUSTRIES INC
001748,AAD.1,,ARLANS DEPT STORES INC
001749,ARRD,0000007346,ARLEN CORP
001749,5362B,0000007346,ARLEN CORP
001750,ARY.1,0000752313,ARLEY MERCHANDISE CORP
001751,6194B,0000085942,ARLINGTON REALTY INVESTORS
001752,ARI.5,0000007376,ARMAC ENTERPRISES INC
001753,3AMDA,0000007377,ARMADA CORP
001754,3ATRNE,0000008699,ARMATRON INTERNATIONAL INC
001755,AS.,0000007383,ARMCO INC
001756,AML.3,0000718438,ARMEL INC
001757,ARP.2,0000007400,ARMIN CORP
001758,G2,,ARMOUR & CO
001759,ADIO,,ARMOUR-DIAL INC
001760,2079B,,ARMSTRONG (A.J.) CO INC
001761,ARM.,0000806858,ARMTEK CORP
001762,3ACKH,0001109304,ARMSTRONG HOLDINGS INC
001763,1004B,0000776064,ARNAV INDUSTRIES INC
001764,1964B,0000007478,ARNOLD CONSTABLE CORP
001765,AGIO.1,,ARNOLD GRAPHIC INDS INC
001766,AIND,0000700612,ARNOLD INDUSTRIES INC
001767,ARO.3,,ARO CORP
001768,1078B,0000007523,ARP INSTRUMENTS INC
001769,ARPJ.1,0000003055,ARPEJA CALIFORNIA INC
001770,ARAY.1,0000732244,ARRAYS INC
001771,ARAY.2,,ARRAYS INC-NEW
001772,AIRW.,0000007533,ARROW AUTOMOTIVE INDUSTRIES
001773,ARW,0000007536,ARROW ELECTRONICS INC
001774,AROW.1,0000007541,ARROW HART INC
001775,ARTX.,0000720299,ART EXPLOSION INC
001776,1135B,,ART METAL U S A INC
001777,ARTB.1,0000007575,ARTCO INDUSTRIES INC
001778,ARTK.,0000007580,ARTEK SYSTEMS CORP
001779,AXXX,0000718044,ARTEL COMMUNICATIONS CORP
001780,ARTG.1,0000007610,ARTISTIC GREETINGS INC
001781,ETAD,0000897265,ENTRADE INC
001782,ARTS.,0000007620,ARTS & LEISURE CORP
001783,ARTW,0000007623,ARTS WAY MFG INC
001784,ARL.1,0000007627,ARUNDEL CORP
001785,ARVC.,0000007634,ARVIDA CORP
001786,ARV,0000007636,ARVIN INDUSTRIES INC
001787,AWD.1,0000007641,ARWOOD CORP
001788,ASM.2,0000007647,ASAMERA INC
001788,ASM.3,0000007647,ASAMERA INC
001789,AR.2,0000007649,ASARCO INC
001790,AB.,,ASBESTOS CORP LTD
001792,ATE.1,,ASH TEMPLE LTD
001793,AHX.1,,ASHLAND OIL CANADA LTD
001793,AHX.2,,ASHLAND OIL CANADA LTD
001794,ASH,0001674862,ASHLAND INC
001794,ASH.WI,0001674862,ASHLAND INC
001795,TATE,0000727472,ASHTON-TATE CO
001796,ASK,,ASKIN SERVICE CORP
001797,ASPN.1,,ASPEN EXPLORATION CORP -OLD
001798,ARIB,0000741517,ASPEN IMAGING INTL INC
001799,ASKG,0000007748,ASPEN SKIING CORP
001800,1341B,0000007750,ASPEN SYSTEMS CORP
001801,ACOK,,ASSOCIATED COCA-COLA BOTTLNG
001802,ACCMA,0000230036,ASSOCIATED COMMUN  -CL A
001802,ACCMB,0000230036,ASSOCIATED COMMUN  -CL A
001803,DG.2,0000007822,ASSOCIATED DRY GOODS CORP
001804,DG1,,ASSOCIATED DRY GDS CREDIT CP
001805,AFC.3,,ASSOCIATED FOOD STORES INC
001806,ASFR,0000007845,ASSOCIATED FREIGHTWAYS INC
001807,4146B,0000007869,ASSOCIATED GROCERS INC
001808,AHST,,ASSOCIATED HOSTS INC
001809,ATS.1,,ASSOCIATED INVESTMENT SECS
001810,3YOUR,,ASSOCIATED MEDICAL DEVICES
001811,3ASMSQ,0000007913,ASSOCIATED MORTGAGE INVESTOR
001812,ADU.1,0000007931,ASSOCIATED PRODUCTS INC
001813,ATP.1,0000007965,ASSOCIATED TRANSPORT INC
001814,ASTO,0000351385,ASTRO COMMUNICATIONS INC
001815,4083B,,ASSOCIATED GROCERS ARIZONA
001816,2080A,,ASSOCIATES CORP NORTH AMER
001816,6970B,,ASSOCIATES CORP NORTH AMER
001817,2304B,0000008033,ASTRA CORP
001818,ADYC,0000354768,ASTRADYNE COMPUTER INDS INC
001819,NWXJ,0000008038,ASTREX INC
001820,ALOT,0000008146,ASTRONOVA INC
001821,ASDI,0001311735,ASTRO-MED INC  -OLD
001822,ATCCQ,0000215155,ASTROCOM CORP
001823,ATRO,0000008063,ASTRONICS CORP
001823,ATROB,0000008063,ASTRONICS CORP
001824,3ASTZ,0000008065,ASTROSYSTEMS INC
001825,ALT.2,0000008080,ATALANTA CORP
001826,4026A,0000008088,ATCHISON TOPEKA & SANTA FE
001827,ACND.1,,ATCO INDS
001828,ACLLF,0001261317,ATCO LTD  -CL I
001828,ACO.X,0001261317,ATCO LTD  -CL I
001828,ACLTF,0001261317,ATCO LTD  -CL I
001828,ACO.Y,0001261317,ATCO LTD  -CL I
001829,ATCO.,0000721701,ATCOR INC
001830,2801B,0000008097,ATHENA COMMUNICATIONS CORP
001831,AFS,0000007974,ASSOCIATES FIRST CAP -CL A
001831,3147B,0000007974,ASSOCIATES FIRST CAP -CL A
001831,ASFZ,0000007974,ASSOCIATES FIRST CAP -CL A
001832,3ATPCQ,0000008109,ATHEY PRODUCTS CORP
001833,ATH.2,0000008117,ATHLONE INDS
001834,ATFC.,,ATICO FINANCIAL CORP
001835,ATKQ,0000008137,ATKINSON (G F) CO/CA
001836,1479B,0001007733,ATKINSON (W.P. BILL)  -CL A
001837,GAS,0001004155,SOUTHERN CO GAS
001837,SO7,0001004155,SOUTHERN CO GAS
001838,3ATIR,,ATLANTA INTL RACEWAY INC
001839,2719B,,ATLA NATIONAL INVESTMENTS CP
001840,2905B,,ATLANTA/LASALLE CORP
001841,1202B,,ATLANTIC APPLIANCE INC
001842,ABAN.,0000931871,ATLANTIC BANCORPORATION
001843,ATE.2,0000806393,ATLANTIC ENERGY INC
001844,ATC.1,,ATLANTIC METROPOLITAN CORP
001845,3069B,0000008241,ATLANTIC OIL CORP
001846,ABOT.,,ATLANTIC PEPSI-COLA BOTTLING
001847,ATRC.,0000008254,ATLANTIC RESEARCH CORP
001848,ARC.3,0000775483,ATLANTIC RICHFIELD CO
001849,ASAI.,0001023944,ASA HOLDINGS INC
001850,ATST,0000008273,ATLANTIC STEEL CO
001851,AC.1,,ATLANTIC SUGAR REFINERIES LD
001852,2875B,0000278311,ATLANTIC TELECASTING CORP
001853,1526B,0000008290,ATLAS AMERICAN CORP
001854,ACI.1,,ATLAS CHEMICAL INDS INC
001855,ACMBB,0001575721,ATLAS CONS MINING & DEV CORP
001855,3AMNGA,0001575721,ATLAS CONS MINING & DEV CORP
001856,ATMR.1,0000008302,ATLAS MINERALS INC
001857,AHTL,0000008316,ATLAS HOTELS INC
001858,CEVL,0001391594,CEVA LOGISTICS INC-REDH
001859,ATMD.,,ATTENTION MEDICAL-OLD
001860,ATW,0000008411,ATWOOD OCEANICS
001861,ADUCC,0000752296,AUDEC CORP
001862,1638B,,AUDIOFIDELITY ENTERPRISES
001863,3ADOT.,0000008447,AUDIOTRONICS CORP
001864,REX,0000744187,REX AMERICAN RESOURCES CORP
001865,AUG.1,0000008462,AUGAT INC
001866,AULT.,0000723639,AULT INC
001867,ANR.1,,AUNOR GOLD MINES LTD
001868,ASAM,0000008497,ASSURANCEAMERICA CORP
001869,1440B,0000044019,AURIC INTERNATIONAL INC
001870,AUR.1,0000008507,AURORA PRODUCTS CORP
001871,AOC.1,,AUSTRAL OIL INC
001872,ATRN.,0000701340,AUSTRON INC
001873,ATCR,0000008588,AUTHENTICOLOR INC
001874,AIFS,0000008598,AGENT INFORMATION SOFTWR INC
001875,3ATRC,0000278048,AUTO-TROL TECHNOLOGY CORP
001876,ACT.1,,AUTO-TRAIN CORP
001877,UNII.,0000350067,UNIT INSTRUMENTS INC
001878,ADSK,0000769397,AUTODESK INC
001879,AUDY,0000008617,AUTODYNAMICS INC
001880,ATD.1,,AUTOMATED BLDG COMPONENTS
001881,1969B,,AUTOMATED DATA ASSOC INC
001882,1729B,,STANDARD OIL & EXPL DEL-OLD
001883,AMKT.1,,AUTOMATED MARKETING SYSTEM
001884,DCAI,0000201653,DIALYSIS CORP OF AMERICA
001885,3AUMI,0000741349,AUTOMATED MICROSYSTEMS INC
001886,2197B,,AUTOMATED PROCEDURES  -CL A
001887,1521B,0000008648,AUTOMATED PROCESSES INC
001888,ASII.,0000754876,AUTOMATED SYSTEMS INC
001889,2210B,0000008659,AUTOMATED TECHNOLOGY CORP
001890,ASOL,0000008609,AUTO SOLER CO
001891,ADP,0000008670,AUTOMATIC DATA PROCESSING
001892,1468B,0000008692,AUTOMATIC MERCHANDISING INC
001893,ASV.1,,AUTOMATIC SWITCH
001894,AII.2,0000008721,AUTOMATION INDUSTRIES INC
001895,ABDR,0000008734,AMBASSADOR FOOD SVCS CORP
001896,ACUT.,0000702891,ACUITY IMAGING INC
001897,AUMO,0000093021,AUTOMOCO CORP
001898,ATNW,0000008752,AUTONUMERICS INC
001899,3AUSA,0000720411,AUTOSPA CORP
001900,AUTR.,0000008759,AUTOTROL CORP
001901,AUXT,,AUXTON COMPUTER ENTERPRISES
001902,DSIIQ,0000718007,DELSITE INC
001903,AVL.2,0000022229,AVALON CORP
001904,AVGAQ,0000720148,AVANT-GARDE COMPUTING INC
